mensagem,categoria,sinonimo,idioma,continente,pais,estado,cidade,latitude,longitude,impacto
"Alerta: volcán en Piton de la Fournaise, Indonésia.",vulcao,volcán,es,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,alto
"Alerta: volcán en Sydney, Austrália.",vulcao,volcán,es,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Alerta: volcán en Brisbane, Austrália.",vulcao,volcán,es,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,moderado
"Alerta: volcán en Suva, Fiji.",vulcao,volcán,es,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerta: volcán en Wellington, Nova Zelândia.",vulcao,volcán,es,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: volcán en Manado, Indonésia.",vulcao,volcán,es,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,moderado
"Alerta: erupción volcánica en São Paulo, Brasil.",vulcao,erupción volcánica,es,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alerta: erupción volcánica en Recife, Brasil.",vulcao,erupción volcánica,es,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,moderado
"Alerta: erupción volcánica en Barranquilla, Colômbia.",vulcao,erupción volcánica,es,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,baixo
"Alerta: erupción volcánica en Buenos Aires, Argentina.",vulcao,erupción volcánica,es,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerta: erupción volcánica en Santiago, Chile.",vulcao,erupción volcánica,es,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,alto
"Alerta: erupción volcánica en Los Angeles, Estados Unidos.",vulcao,erupción volcánica,es,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,baixo
"Alerta: erupción volcánica en Phoenix, Estados Unidos.",vulcao,erupción volcánica,es,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,alto
"Alerta: erupción volcánica en Monterrey, México.",vulcao,erupción volcánica,es,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Alerta: erupción volcánica en Toronto, Canadá.",vulcao,erupción volcánica,es,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,moderado
"Alerta: erupción volcánica en Houston, Estados Unidos.",vulcao,erupción volcánica,es,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alerta: erupción volcánica en Marselha, França.",vulcao,erupción volcánica,es,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,catastrófico
"Alerta: erupción volcánica en Nice, França.",vulcao,erupción volcánica,es,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: erupción volcánica en Saint-Denis, Reunião.",vulcao,erupción volcánica,es,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,catastrófico
"Alerta: erupción volcánica en La Palma (Cumbre Vieja), Espanha.",vulcao,erupción volcánica,es,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,moderado
"Alerta: erupción volcánica en Londres, Reino Unido.",vulcao,erupción volcánica,es,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,catastrófico
"Alerta: erupción volcánica en Ahmedabad, Índia.",vulcao,erupción volcánica,es,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alerta: erupción volcánica en Tóquio, Japão.",vulcao,erupción volcánica,es,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,baixo
"Alerta: erupción volcánica en Jacarta, Indonésia.",vulcao,erupción volcánica,es,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,moderado
"Alerta: erupción volcánica en Manila, Filipinas.",vulcao,erupción volcánica,es,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,catastrófico
"Alerta: erupción volcánica en Kathmandu, Nepal.",vulcao,erupción volcánica,es,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,alto
"Alerta: erupción volcánica en Lagos, Nigéria.",vulcao,erupción volcánica,es,África,Nigéria,Lagos,Lagos,6.52438,3.37921,baixo
"Alerta: erupción volcánica en Niamey, Níger.",vulcao,erupción volcánica,es,África,Níger,Niamey,Niamey,13.51253,2.11265,catastrófico
"Alerta: erupción volcánica en Nairobi, Quênia.",vulcao,erupción volcánica,es,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,moderado
"Alerta: erupción volcánica en Pretória, África do Sul.",vulcao,erupción volcánica,es,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,catastrófico
"Alerta: erupción volcánica en Piton de la Fournaise, Indonésia.",vulcao,erupción volcánica,es,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,alto
"Alerta: erupción volcánica en Sydney, Austrália.",vulcao,erupción volcánica,es,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,baixo
"Alerta: erupción volcánica en Brisbane, Austrália.",vulcao,erupción volcánica,es,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,moderado
"Alerta: erupción volcánica en Suva, Fiji.",vulcao,erupción volcánica,es,Oceania,Fiji,Central,Suva,-18.1248,178.4501,baixo
"Alerta: erupción volcánica en Wellington, Nova Zelândia.",vulcao,erupción volcánica,es,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,alto
"Alerta: erupción volcánica en Manado, Indonésia.",vulcao,erupción volcánica,es,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,baixo
"Alerta: erupción em São Paulo, Brasil.",vulcao,erupción,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,moderado
"Alerta: erupción em Recife, Brasil.",vulcao,erupción,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,baixo
"Alerta: erupción em Barranquilla, Colômbia.",vulcao,erupción,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alerta: erupción em Buenos Aires, Argentina.",vulcao,erupción,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,alto
"Alerta: erupción em Santiago, Chile.",vulcao,erupción,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,moderado
"Alerta: erupción em Los Angeles, Estados Unidos.",vulcao,erupción,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,moderado
"Alerta: erupción em Phoenix, Estados Unidos.",vulcao,erupción,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,catastrófico
"Alerta: erupción em Monterrey, México.",vulcao,erupción,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,moderado
"Alerta: erupción em Toronto, Canadá.",vulcao,erupción,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,alto
"Alerta: erupción em Houston, Estados Unidos.",vulcao,erupción,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,moderado
"Alerta: erupción em Marselha, França.",vulcao,erupción,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: erupción em Nice, França.",vulcao,erupción,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,moderado
"Alerta: erupción em Saint-Denis, Reunião.",vulcao,erupción,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,moderado
"Alerta: erupción em La Palma (Cumbre Vieja), Espanha.",vulcao,erupción,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,baixo
"Alerta: erupción em Londres, Reino Unido.",vulcao,erupción,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,moderado
"Alerta: erupción em Ahmedabad, Índia.",vulcao,erupción,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,alto
"Alerta: erupción em Tóquio, Japão.",vulcao,erupción,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,alto
"Alerta: erupción em Jacarta, Indonésia.",vulcao,erupción,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,moderado
"Alerta: erupción em Manila, Filipinas.",vulcao,erupción,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,moderado
"Alerta: erupción em Kathmandu, Nepal.",vulcao,erupción,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,moderado
"Alerta: erupción em Lagos, Nigéria.",vulcao,erupción,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,moderado
"Alerta: erupción em Niamey, Níger.",vulcao,erupción,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,moderado
"Alerta: erupción em Nairobi, Quênia.",vulcao,erupción,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,moderado
"Alerta: erupción em Pretória, África do Sul.",vulcao,erupción,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,moderado
"Alerta: erupción em Piton de la Fournaise, Indonésia.",vulcao,erupción,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Alerta: erupción em Sydney, Austrália.",vulcao,erupción,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Alerta: erupción em Brisbane, Austrália.",vulcao,erupción,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,catastrófico
"Alerta: erupción em Suva, Fiji.",vulcao,erupción,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,alto
"Alerta: erupción em Wellington, Nova Zelândia.",vulcao,erupción,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: erupción em Manado, Indonésia.",vulcao,erupción,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,moderado
"Alerta: volcan em São Paulo, Brasil.",vulcao,volcan,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,catastrófico
"Alerta: volcan em Recife, Brasil.",vulcao,volcan,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,alto
"Alerta: volcan em Barranquilla, Colômbia.",vulcao,volcan,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,baixo
"Alerta: volcan em Buenos Aires, Argentina.",vulcao,volcan,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,alto
"Alerta: volcan em Santiago, Chile.",vulcao,volcan,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,baixo
"Alerta: volcan em Los Angeles, Estados Unidos.",vulcao,volcan,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,alto
"Alerta: volcan em Phoenix, Estados Unidos.",vulcao,volcan,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,moderado
"Alerta: volcan em Monterrey, México.",vulcao,volcan,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,moderado
"Alerta: volcan em Toronto, Canadá.",vulcao,volcan,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Alerta: volcan em Houston, Estados Unidos.",vulcao,volcan,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,catastrófico
"Alerta: volcan em Marselha, França.",vulcao,volcan,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: volcan em Nice, França.",vulcao,volcan,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: volcan em Saint-Denis, Reunião.",vulcao,volcan,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,baixo
"Alerta: volcan em La Palma (Cumbre Vieja), Espanha.",vulcao,volcan,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,moderado
"Alerta: volcan em Londres, Reino Unido.",vulcao,volcan,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,moderado
"Alerta: volcan em Ahmedabad, Índia.",vulcao,volcan,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,alto
"Alerta: volcan em Tóquio, Japão.",vulcao,volcan,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,baixo
"Alerta: volcan em Jacarta, Indonésia.",vulcao,volcan,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,baixo
"Alerta: volcan em Manila, Filipinas.",vulcao,volcan,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,moderado
"Alerta: volcan em Kathmandu, Nepal.",vulcao,volcan,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,alto
"Alerta: volcan em Lagos, Nigéria.",vulcao,volcan,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,catastrófico
"Alerta: volcan em Niamey, Níger.",vulcao,volcan,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,baixo
"Alerta: volcan em Nairobi, Quênia.",vulcao,volcan,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,baixo
"Alerta: volcan em Pretória, África do Sul.",vulcao,volcan,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,catastrófico
"Alerta: volcan em Piton de la Fournaise, Indonésia.",vulcao,volcan,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,alto
"Alerta: volcan em Sydney, Austrália.",vulcao,volcan,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Alerta: volcan em Brisbane, Austrália.",vulcao,volcan,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,alto
"Alerta: volcan em Suva, Fiji.",vulcao,volcan,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerta: volcan em Wellington, Nova Zelândia.",vulcao,volcan,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: volcan em Manado, Indonésia.",vulcao,volcan,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,baixo
"Alerta: éruption volcanique em São Paulo, Brasil.",vulcao,éruption volcanique,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alerta: éruption volcanique em Recife, Brasil.",vulcao,éruption volcanique,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,moderado
"Alerta: éruption volcanique em Barranquilla, Colômbia.",vulcao,éruption volcanique,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,catastrófico
"Alerta: éruption volcanique em Buenos Aires, Argentina.",vulcao,éruption volcanique,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerta: éruption volcanique em Santiago, Chile.",vulcao,éruption volcanique,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,catastrófico
"Alerta: éruption volcanique em Los Angeles, Estados Unidos.",vulcao,éruption volcanique,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,baixo
"Alerta: éruption volcanique em Phoenix, Estados Unidos.",vulcao,éruption volcanique,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,baixo
"Alerta: éruption volcanique em Monterrey, México.",vulcao,éruption volcanique,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Alerta: éruption volcanique em Toronto, Canadá.",vulcao,éruption volcanique,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Alerta: éruption volcanique em Houston, Estados Unidos.",vulcao,éruption volcanique,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,moderado
"Alerta: éruption volcanique em Marselha, França.",vulcao,éruption volcanique,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,catastrófico
"Alerta: éruption volcanique em Nice, França.",vulcao,éruption volcanique,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,alto
"Alerta: éruption volcanique em Saint-Denis, Reunião.",vulcao,éruption volcanique,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,catastrófico
"Alerta: éruption volcanique em La Palma (Cumbre Vieja), Espanha.",vulcao,éruption volcanique,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,alto
"Alerta: éruption volcanique em Londres, Reino Unido.",vulcao,éruption volcanique,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,catastrófico
"Alerta: éruption volcanique em Ahmedabad, Índia.",vulcao,éruption volcanique,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,alto
"Alerta: éruption volcanique em Tóquio, Japão.",vulcao,éruption volcanique,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,baixo
"Alerta: éruption volcanique em Jacarta, Indonésia.",vulcao,éruption volcanique,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,alto
"Alerta: éruption volcanique em Manila, Filipinas.",vulcao,éruption volcanique,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,alto
"Alerta: éruption volcanique em Kathmandu, Nepal.",vulcao,éruption volcanique,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,moderado
"Alerta: éruption volcanique em Lagos, Nigéria.",vulcao,éruption volcanique,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,moderado
"Alerta: éruption volcanique em Niamey, Níger.",vulcao,éruption volcanique,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,catastrófico
"Alerta: éruption volcanique em Nairobi, Quênia.",vulcao,éruption volcanique,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,catastrófico
"Alerta: éruption volcanique em Pretória, África do Sul.",vulcao,éruption volcanique,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,baixo
"Alerta: éruption volcanique em Piton de la Fournaise, Indonésia.",vulcao,éruption volcanique,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,alto
"Alerta: éruption volcanique em Sydney, Austrália.",vulcao,éruption volcanique,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,catastrófico
"Alerta: éruption volcanique em Brisbane, Austrália.",vulcao,éruption volcanique,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Alerta: éruption volcanique em Suva, Fiji.",vulcao,éruption volcanique,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerta: éruption volcanique em Wellington, Nova Zelândia.",vulcao,éruption volcanique,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,baixo
"Alerta: éruption volcanique em Manado, Indonésia.",vulcao,éruption volcanique,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,catastrófico
"Alerta: explosion volcanique em São Paulo, Brasil.",vulcao,explosion volcanique,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,catastrófico
"Alerta: explosion volcanique em Recife, Brasil.",vulcao,explosion volcanique,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,catastrófico
"Alerta: explosion volcanique em Barranquilla, Colômbia.",vulcao,explosion volcanique,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alerta: explosion volcanique em Buenos Aires, Argentina.",vulcao,explosion volcanique,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,catastrófico
"Alerta: explosion volcanique em Santiago, Chile.",vulcao,explosion volcanique,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,moderado
"Alerta: explosion volcanique em Los Angeles, Estados Unidos.",vulcao,explosion volcanique,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,baixo
"Alerta: explosion volcanique em Phoenix, Estados Unidos.",vulcao,explosion volcanique,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,catastrófico
"Alerta: explosion volcanique em Monterrey, México.",vulcao,explosion volcanique,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,moderado
"Alerta: explosion volcanique em Toronto, Canadá.",vulcao,explosion volcanique,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
